Index,Bandwidth
0.000512,15718.00
0.001024,16380.68
0.002048,16626.97
0.004096,16690.33
0.008192,16588.43
0.016384,15665.06
0.032768,16739.72
0.065536,15721.72
0.131072,15638.85
0.262144,15649.68
0.524288,16014.24
1.05,13349.43
2.10,16653.98
4.19,15569.70
8.39,16331.80
16.78,16011.85
33.55,16583.74
67.11,16537.42
134.22,16031.74
268.44,16010.70
536.87,16037.97
1073.74,15977.11
2147.48,15573.89
