Index,Bandwidth
0.000512,18758.05
0.001024,18104.89
0.002048,19564.98
0.004096,18852.69
0.008192,19796.71
0.016384,18897.27
0.032768,19905.34
0.065536,19848.11
0.131072,19921.01
0.262144,19281.63
0.524288,19453.74
1.05,19023.51
2.10,19032.58
4.19,19185.77
8.39,19321.74
16.78,18632.48
33.55,18710.65
67.11,18869.36
134.22,18295.76
268.44,18067.94
536.87,17873.65
1073.74,18696.53
2147.48,18605.34
