Index,Bandwidth
0.000512,18768.79
0.001024,19121.05
0.002048,19571.27
0.004096,19743.64
0.008192,19845.79
0.016384,19915.06
0.032768,19923.18
0.065536,19906.52
0.131072,19907.54
0.262144,19461.11
0.524288,19229.87
1.05,19068.42
2.10,18880.18
4.19,18724.57
8.39,18150.61
16.78,18504.28
33.55,18771.71
67.11,18288.29
134.22,18930.57
268.44,18804.59
536.87,18877.98
1073.74,18838.57
2147.48,18805.57
4294.97,18607.51
