Index,Bandwidth
0.000512,20605.63
0.001024,19980.07
0.002048,21482.01
0.004096,21658.93
0.008192,21490.80
0.016384,18362.24
0.032768,19166.30
0.065536,22294.27
0.131072,18027.92
0.262144,19811.76
0.524288,19672.15
1.05,21878.79
2.10,20707.17
4.19,22024.28
8.39,15363.75
16.78,18819.09
33.55,20699.83
67.11,22100.73
134.22,22042.66
268.44,21975.89
536.87,21910.42
1073.74,22104.82
2147.48,22036.32
