Index,Bandwidth
0.000512,21511.48
0.001024,22356.96
0.002048,22263.61
0.004096,22293.29
0.008192,22293.13
0.016384,5320.45
0.032768,21699.36
0.065536,18297.90
0.131072,17837.64
0.262144,21833.39
0.524288,21975.01
1.05,21958.61
2.10,4745.66
4.19,13553.16
8.39,15117.33
16.78,20867.18
33.55,19079.47
67.11,20779.95
134.22,20629.84
268.44,18953.29
536.87,18881.30
1073.74,18866.37
2147.48,18886.12
