Index,Bandwidth
0.000512,3241.54
0.001024,1430.54
0.002048,3062.85
0.004096,3318.57
0.008192,1450.44
0.016384,3051.47
0.032768,1423.94
0.065536,3307.14
0.131072,1468.25
0.262144,1466.13
0.524288,3286.19
1.05,1328.99
2.10,1390.91
4.19,2967.84
8.39,2126.93
16.78,8154.84
33.55,8173.04
67.11,8250.41
134.22,8210.04
268.44,8235.23
536.87,8244.21
1073.74,8256.19
2147.48,8242.56
