Index,Bandwidth
0.000512,8289.02
0.001024,8438.39
0.002048,8492.42
0.004096,8518.36
0.008192,3347.73
0.016384,8445.87
0.032768,8489.99
0.065536,8460.54
0.131072,8438.06
0.262144,8418.67
0.524288,8375.21
1.05,2948.69
2.10,2900.91
4.19,8213.66
8.39,8171.25
16.78,8224.13
33.55,8223.45
67.11,8245.85
134.22,8258.03
268.44,8263.37
536.87,8268.46
1073.74,8266.61
2147.48,8249.11
