Index,Bandwidth
0.000512,7920.46
0.001024,7930.32
0.002048,7918.07
0.004096,7915.34
0.008192,7922.55
0.016384,7887.11
0.032768,7911.15
0.065536,7872.44
0.131072,6652.49
0.262144,7841.10
0.524288,7621.18
1.05,6947.41
2.10,5899.92
4.19,7138.92
8.39,5608.86
16.78,5478.10
33.55,6634.37
67.11,5898.12
134.22,5742.67
268.44,5785.25
536.87,5876.82
1073.74,6699.20
2147.48,6876.79
