Running for 480.0 seconds (960 samples at 0.5 second intervals).
13:56:26  49.9   0.0  44.4   5.7   0.0   11   6212   3892   0.00E
13:56:27  57.9   0.0  42.1   0.0   0.0   21   5354   3600   0.00E
13:56:27  50.0   0.0  50.0   0.0   0.0   10   5292   3672   0.00E
13:56:28  48.2   0.0  51.5   0.2   0.0   12   7514   6872   0.00E
13:56:28  45.3   0.0  44.8   9.8   0.0   10   7940   9812   0.00E
13:56:29  50.2   0.0  49.5   0.2   0.0    9   7176   7828   0.00E
13:56:29  47.6   0.0  45.9   6.5   0.0   10   5894   6714   0.00E
13:56:30  50.5   0.0  46.2   3.3   0.0   11   6636   7206   0.00E
13:56:30  49.7   0.0  49.5   0.8   0.0    9   6348   5944   0.00E
13:56:31  49.1   0.0  49.1   1.7   0.0   12   8960   9376   0.00E
13:56:31  50.6   0.0  47.6   1.8   0.0   13   8458   8752   0.00E
13:56:32  44.5   0.0  51.0   4.2   0.2   11   3634   3694   0.00E
13:56:32  43.6   0.0  48.9   7.5   0.0    9   2936   2994   0.00E
13:56:33  49.4   0.0  47.9   2.8   0.0    8   7118   7984   0.00E
13:56:33  48.1   0.0  47.1   4.8   0.0    9   6112   8064   0.00E
13:56:34  46.9   0.0  48.6   4.5   0.0    8   7142   6864   0.00E
13:56:34  52.6   0.0  44.4   3.0   0.0    9   7264   6764   0.00E
13:56:35  45.2   0.0  49.0   5.8   0.0   10   4428   5888   0.00E
13:56:35  57.2   0.0  42.5   0.2   0.0   18   8838   8732   0.00E
13:56:36  55.4   0.0  44.6   0.0   0.0   18   5546   6566   0.00E
13:56:36  60.1   0.0  39.9   0.0   0.0   13   6724   9310   0.00E
13:56:37  55.2   0.0  44.8   0.0   0.0   12   7790   8148   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:56:37  62.8   0.0  37.2   0.0   0.0   12   7806   8328   0.00E
13:56:38  56.8   0.0  43.2   0.0   0.0   17   5464   7092   0.00E
13:56:38  60.5   0.0  39.5   0.0   0.0   11   5900   8554   0.00E
13:56:39  52.9   0.0  47.1   0.0   0.0   11   4232   6336   0.00E
13:56:39  61.0   0.0  38.8   0.2   0.0   14   6508   9984   0.00E
13:56:40  50.1   0.0  49.9   0.0   0.0   12   5672   8416   0.00E
13:56:40  59.6   0.0  40.4   0.0   0.0   15   4910   8686   0.00E
13:56:41  55.8   0.0  44.2   0.0   0.0   11   6932  11172   0.00E
13:56:41  60.9   0.0  39.1   0.0   0.0   14   6716   8138   0.00E
13:56:42  57.1   0.0  42.9   0.0   0.0   14   7016  10240   0.00E
13:56:42  56.5   0.0  43.5   0.0   0.0   14   7744   9446   0.00E
13:56:43  64.9   0.0  35.1   0.0   0.0   17   4514   3676   0.00E
13:56:43  55.2   0.0  44.8   0.0   0.0   11   3636   3698   0.00E
13:56:44  51.2   0.0  48.8   0.0   0.0   12   3220   3014   0.00E
13:56:44  53.2   0.0  46.8   0.0   0.0   10   4162   3980   0.00E
13:56:45  55.5   0.0  44.5   0.0   0.0   12   5178   6348   0.00E
13:56:45  59.2   0.0  40.8   0.0   0.0   20   7858   9592   0.00E
13:56:46  53.0   0.0  47.0   0.0   0.0   10  10346   6242   0.00E
13:56:46  46.2   0.0  53.8   0.0   0.0   14   3294   3044   0.00E
13:56:47  58.4   0.0  41.6   0.0   0.0   15   7730   4432   0.00E
13:56:47  50.4   0.0  49.6   0.0   0.0   10   5444   3726   0.00E
13:56:48  47.9   0.0  48.6   3.5   0.0    9   5422   5650   0.00E
13:56:48  45.2   0.0  49.0   5.5   0.2    9   5940   5138   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:56:49  49.2   0.0  48.8   2.0   0.0   10   6416   9124   0.00E
13:56:49  52.6   0.0  46.6   0.8   0.0   12   7648   6994   0.00E
13:56:50  50.2   0.0  49.8   0.0   0.0   10   6112   4940   0.00E
13:56:50  51.6   0.0  46.6   1.8   0.0    8   8442   7536   0.00E
13:56:51  49.4   0.0  50.4   0.3   0.0   11   6072   6258   0.00E
13:56:51  47.0   0.0  50.3   2.8   0.0    8   7370   8012   0.00E
13:56:52  50.2   0.0  48.2   1.5   0.0   12   7124   8730   0.00E
13:56:52  52.9   0.0  47.1   0.0   0.0   11   5104   3558   0.00E
13:56:53  62.6   0.0  36.4   1.0   0.0   19   4934   3590   0.00E
13:56:53  59.5   0.0  40.5   0.0   0.0   11   4292   3394   0.00E
13:56:54  58.6   0.0  41.4   0.0   0.0   22   6472   4066   0.00E
13:56:54  56.1   0.0  43.9   0.0   0.0   11   7254   5976   0.00E
13:56:55  57.1   0.0  42.9   0.0   0.0   10   6992   6428   0.00E
13:56:55  50.0   0.0  49.8   0.2   0.0    9   6850   7592   0.00E
13:56:56  56.0   0.0  42.5   1.5   0.0    8   8108   9480   0.00E
13:56:56  48.0   0.0  51.8   0.3   0.0    9   6872   9476   0.00E
13:56:57  53.1   0.0  43.1   3.7   0.0   11   7440   6756   0.00E
13:56:57  53.8   0.0  46.0   0.2   0.0   11   6054   3936   0.00E
13:56:58  63.1   0.0  36.9   0.0   0.0   11   6616   4458   0.00E
13:56:58  56.0   0.0  44.0   0.0   0.0   10   6254   5238   0.00E
13:56:59  47.9   0.0  50.6   1.3   0.3    9   9454   8818   0.00E
13:56:59  48.3   0.0  49.5   2.2   0.0   12   7434   7550   0.00E
13:57:00  52.8   0.0  45.0   2.3   0.0    8   8898   9914   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:57:00  44.2   0.0  50.8   5.0   0.0   15   5806   4374   0.00E
13:57:01  48.6   0.0  49.9   1.5   0.0    9   6006   4196   0.00E
13:57:01  48.9   0.0  46.9   4.3   0.0   12   5576   4074   0.00E
13:57:02  48.1   0.0  50.1   1.8   0.0   11   5600   3988   0.00E
13:57:02  50.4   0.0  47.6   2.0   0.0    9   7864   5128   0.00E
13:57:03  49.2   0.0  50.5   0.2   0.0    9   6182   4362   0.00E
13:57:03  46.2   0.0  48.0   5.8   0.0    8   6658   4430   0.00E
13:57:04  48.8   0.0  48.5   2.5   0.2    9   6768   4574   0.00E
13:57:04  43.0   0.0  53.0   4.0   0.0    9   5542   4150   0.00E
13:57:05  48.8   0.0  49.0   2.2   0.0   11   6484   3996   0.00E
13:57:05  48.6   0.0  50.4   1.0   0.0   18   5402   3850   0.00E
13:57:06  49.5   0.0  49.0   1.5   0.0   12   6376   4422   0.00E
13:57:06  48.6   0.0  48.4   3.0   0.0    9   4016   3468   0.00E
13:57:07  46.6   0.0  49.9   3.5   0.0   12   6710   4770   0.00E
13:57:07  43.5   0.0  50.5   6.0   0.0    9   4916   3668   0.00E
13:57:08  47.6   0.0  48.1   4.3   0.0   10   4760   3676   0.00E
13:57:08  46.6   0.0  47.9   5.5   0.0    9   5858   4012   0.00E
13:57:09  47.8   0.0  49.2   3.0   0.0    9   6800   7488   0.00E
13:57:09  46.1   0.0  45.4   8.5   0.0   10   4378   3490   0.00E
13:57:10  52.6   0.0  46.1   1.3   0.0   10   7334   8706   0.00E
13:57:10  43.1   0.0  54.4   2.5   0.0    8   6064   8914   0.00E
13:57:11  43.9   0.0  46.6   9.5   0.0    8   4728   8334   0.00E
13:57:11  46.8   0.0  47.0   6.2   0.0   10   4322   6552   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:57:12  56.2   0.0  43.8   0.0   0.0    9   6072   8352   0.00E
13:57:12  47.5   0.0  52.2   0.2   0.0    9   4794   8178   0.00E
13:57:13  42.1   0.0  44.8  13.1   0.0   10   5438   7128   0.00E
13:57:13  45.5   0.0  52.2   2.2   0.0   10   4486   4224   0.00E
13:57:14  43.8   0.0  45.1  11.1   0.0   10   4406   3492   0.00E
13:57:14  50.6   0.0  48.9   0.5   0.0   10   4918   3872   0.00E
13:57:15  45.9   0.0  49.9   4.2   0.0    9   4900   8450   0.00E
13:57:15  45.0   0.0  46.2   8.8   0.0   10   4248   3550   0.00E
13:57:16  47.9   0.0  51.1   1.0   0.0    9   4636   3600   0.00E
13:57:16  53.1   0.0  45.6   1.3   0.0   10   7150   4078   0.00E
13:57:17  53.6   0.0  46.1   0.3   0.0   14   7190   4366   0.00E
13:57:17  52.5   0.0  47.0   0.5   0.0   10   7312   4944   0.00E
13:57:18  47.2   0.0  52.5   0.2   0.0   10   4046   3360   0.00E
13:57:18  44.2   0.0  43.2  12.6   0.0    9   3112   3110   0.00E
13:57:19  44.5   0.0  52.8   2.8   0.0    9   2944   3052   0.00E
13:57:19  44.0   0.0  45.7  10.3   0.0    7   3028   3086   0.00E
13:57:20  46.2   0.0  48.0   5.8   0.0   10   3610   3230   0.00E
13:57:20  45.2   0.0  48.8   6.0   0.0    9   3200   3170   0.00E
13:57:21  42.5   0.0  47.2  10.2   0.0    9   2886   3060   0.00E
13:57:21  46.6   0.0  50.9   2.5   0.0    7   2608   2828   0.00E
13:57:22  45.5   0.0  43.8  10.8   0.0    9   3590   3568   0.00E
13:57:22  44.8   0.0  51.8   3.5   0.0    9   2920   3092   0.00E
13:57:23  44.2   0.0  48.2   7.5   0.0    8   3774   3302   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:57:23  43.2   0.0  49.8   7.0   0.0    9   2658   2938   0.00E
13:57:24  44.5   0.0  47.7   7.8   0.0    9   3384   3180   0.00E
13:57:24  46.5   0.0  45.0   8.5   0.0   10   2740   3696   0.00E
13:57:25  49.9   0.0  44.9   5.3   0.0    8   6398   7270   0.00E
13:57:25  45.1   0.0  47.6   7.0   0.3   11   5656   7930   0.00E
13:57:26  51.1   0.0  48.6   0.3   0.0   10   6046   6936   0.00E
13:57:26  58.0   0.0  42.0   0.0   0.0   13   4520   3484   0.00E
13:57:27  51.6   0.0  48.4   0.0   0.0   14   4922   3678   0.00E
13:57:27  47.8   0.0  50.8   1.5   0.0    7   5284   6130   0.00E
13:57:28  45.6   0.0  44.4  10.0   0.0    9   5670   6248   0.00E
13:57:28  46.5   0.0  51.5   2.0   0.0   10   3102   2998   0.00E
13:57:29  45.3   0.0  42.5  12.2   0.0    9   4360   3340   0.00E
13:57:29  50.1   0.0  47.2   2.7   0.0   15   3488   3148   0.00E
13:57:30  46.8   0.0  45.2   8.0   0.0    9   5674   5192   0.00E
13:57:30  46.2   0.0  50.5   3.2   0.0   10   4562   7118   0.00E
13:57:31  47.7   0.0  45.2   7.1   0.0    8   6066   9096   0.00E
13:57:31  51.3   0.0  47.7   1.0   0.0    9   6260   5004   0.00E
13:57:32  48.2   0.0  49.2   2.5   0.0    6   6848   6602   0.00E
13:57:32  45.5   0.0  45.5   9.0   0.0    9   3596   3228   0.00E
13:57:33  45.7   0.0  48.7   5.5   0.0    9   4746   5426   0.00E
13:57:33  46.4   0.0  45.6   8.0   0.0   11   5174   7094   0.00E
13:57:34  45.7   0.0  48.2   5.8   0.3   12   6576   7850   0.00E
13:57:34  50.5   0.0  46.6   3.0   0.0   13   8696   4946   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:57:35  57.6   0.0  42.1   0.3   0.0   10   4910  10952   0.00E
13:57:35  52.2   0.0  45.0   2.8   0.0   19   8388   8270   0.00E
13:57:36  52.5   0.0  47.2   0.2   0.0    8   3682   3762   0.00E
13:57:36  45.4   0.0  52.9   1.8   0.0   11   2618   2816   0.00E
13:57:37  42.6   0.0  40.6  16.7   0.0    9   3524   3084   0.00E
13:57:37  47.5   0.0  51.8   0.8   0.0    9   3062   3178   0.00E
13:57:38  43.7   0.0  41.5  14.8   0.0   10   3576   3094   0.00E
13:57:38  44.2   0.0  51.0   4.8   0.0   10   2544   2806   0.00E
13:57:39  41.7   0.0  46.7  11.6   0.0    7   3004   2970   0.00E
13:57:39  44.1   0.0  49.6   6.3   0.0   11   2092   2800   0.00E
13:57:40  45.1   0.0  50.6   4.3   0.0   10   5820   5968   0.00E
13:57:40  43.8   0.0  49.0   7.2   0.0    8   4000   5286   0.00E
13:57:41  46.6   0.0  46.9   6.5   0.0    8   2556   2888   0.00E
13:57:41  47.6   0.0  47.9   4.5   0.0    9   6404   3590   0.00E
13:57:42  46.2   0.0  51.2   2.5   0.0    9   3104   3030   0.00E
13:57:42  40.9   0.0  45.6  13.5   0.0    9   2616   3036   0.00E
13:57:43  49.5   0.0  50.0   0.5   0.0   10   4732   3236   0.00E
13:57:43  45.9   0.0  52.4   1.8   0.0   10   3742   3222   0.00E
13:57:44  51.4   0.0  45.0   3.7   0.0   11   3822   4898   0.00E
13:57:44  46.5   0.0  52.9   0.5   0.0    8   3116   3060   0.00E
13:57:45  45.0   0.0  45.0  10.0   0.0   11   3470   3074   0.00E
13:57:45  49.6   0.0  47.1   3.0   0.3   10   5804   3752   0.00E
13:57:46  45.0   0.0  48.2   6.8   0.0    8   3272   3128   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:57:46  45.4   0.0  48.1   6.5   0.0    8   2660   2938   0.00E
13:57:47  43.5   0.0  49.2   7.2   0.0   12   2948   3006   0.00E
13:57:47  46.1   0.0  47.4   6.5   0.0    8   2838   3020   0.00E
13:57:48  44.9   0.0  46.9   8.3   0.0    7   3270   3142   0.00E
13:57:48  45.0   0.0  47.5   7.5   0.0    9   2884   2994   0.00E
13:57:49  46.2   0.0  48.2   5.5   0.0    8   2924   2984   0.00E
13:57:49  44.1   0.0  45.4  10.5   0.0    8   3702   5510   0.00E
13:57:50  48.1   0.0  48.9   3.0   0.0    8   4944   6730   0.00E
13:57:50  46.1   0.0  42.4  11.5   0.0    7   3678   4782   0.00E
13:57:51  42.9   0.0  51.9   5.3   0.0   15   2976   2982   0.00E
13:57:51  42.8   0.0  53.5   3.8   0.0    8   2446   2838   0.00E
13:57:52  38.1   0.0  47.9  14.0   0.0    9   2708   2924   0.00E
13:57:52  43.6   0.0  52.9   3.5   0.0    9   2234   2774   0.00E
13:57:53  43.2   0.0  44.8  12.0   0.0    7   3286   3066   0.00E
13:57:53  46.1   0.0  51.4   2.5   0.0   11   4502   3548   0.00E
13:57:54  45.6   0.0  49.6   4.8   0.0    7   3110   3132   0.00E
13:57:54  42.4   0.0  46.9  10.8   0.0    8   2274   2734   0.00E
13:57:55  44.9   0.0  50.6   4.5   0.0    9   3504   3078   0.00E
13:57:55  43.7   0.0  46.5   9.8   0.0   16   2576   2852   0.00E
13:57:56  50.1   0.0  47.4   2.5   0.0    9   3406   3106   0.00E
13:57:56  41.0   0.0  49.0  10.0   0.0   12   3232   3040   0.00E
13:57:57  46.0   0.0  49.5   4.2   0.2    9   2870   2956   0.00E
13:57:57  42.2   0.0  46.0  11.8   0.0    8   2510   2700   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:57:58  44.2   0.0  50.5   5.3   0.0    9   3098   3090   0.00E
13:57:58  41.9   0.0  51.1   6.5   0.5    7   3194   2986   0.00E
13:57:59  41.9   0.0  50.9   7.3   0.0    7   5370   3816   0.00E
13:57:59  45.2   0.0  50.8   4.0   0.0    8   3558   3290   0.00E
13:58:00  45.0   0.0  46.0   9.0   0.0    9   4054   3296   0.00E
13:58:00  46.8   0.0  49.3   4.0   0.0   10   6922   8034   0.00E
13:58:01  53.5   0.0  46.0   0.5   0.0   10   7728   4932   0.00E
13:58:01  47.8   0.0  52.0   0.2   0.0   10   5396   8556   0.00E
13:58:02  45.1   0.0  48.1   6.7   0.0   12   6648   4408   0.00E
13:58:02  44.8   0.0  51.8   3.5   0.0   11   7360   7708   0.00E
13:58:03  45.5   0.0  46.7   7.8   0.0    8   5892   6676   0.00E
13:58:03  47.5   0.0  49.0   3.5   0.0   13   5186   7452   0.00E
13:58:04  46.8   0.0  49.2   4.0   0.0    7   8178   7614   0.00E
13:58:04  48.9   0.0  47.6   3.5   0.0    8   3020   2914   0.00E
13:58:05  50.4   0.0  46.6   3.0   0.0   11   6864   5084   0.00E
13:58:05  51.5   0.0  47.5   1.0   0.0   10   9002   7358   0.00E
13:58:06  47.4   0.0  45.4   7.3   0.0   10   8536   7590   0.00E
13:58:06  54.0   0.0  45.8   0.2   0.0   10   4106   4472   0.00E
13:58:07  50.1   0.0  45.6   4.3   0.0   13   7866   6248   0.00E
13:58:07  43.4   0.0  48.9   7.7   0.0   10   2892   3016   0.00E
13:58:08  45.7   0.0  48.5   5.8   0.0   16   5112   3728   0.00E
13:58:08  45.4   0.0  50.6   4.0   0.0    9   5760   7900   0.00E
13:58:09  51.4   0.0  41.6   7.0   0.0   15   7524   7768   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:58:09  47.0   0.0  51.0   2.0   0.0   11   3142   4374   0.00E
13:58:10  44.4   0.0  48.6   7.0   0.0    9   6588   7318   0.00E
13:58:10  48.7   0.0  47.7   3.5   0.0    8   6242   7982   0.00E
13:58:11  43.8   0.0  51.2   5.0   0.0    7   2998   3034   0.00E
13:58:11  44.9   0.0  46.4   8.8   0.0    9   4264   5808   0.00E
13:58:12  46.2   0.0  52.8   1.0   0.0   11   3124   3140   0.00E
13:58:12  43.0   0.0  43.8  12.9   0.2    9   2634   2888   0.00E
13:58:13  44.2   0.0  52.2   3.5   0.0   10   3210   3276   0.00E
13:58:13  42.5   0.0  46.8  10.8   0.0    8   2222   2860   0.00E
13:58:14  43.5   0.0  50.5   6.0   0.0    9   2812   2998   0.00E
13:58:14  43.0   0.0  49.2   7.8   0.0    8   2576   2820   0.00E
13:58:15  44.0   0.0  47.5   8.5   0.0   11   2890   3050   0.00E
13:58:15  42.2   0.0  51.8   6.0   0.0    7   2662   2884   0.00E
13:58:16  43.9   0.0  46.9   9.3   0.0    8   3356   3068   0.00E
13:58:16  44.4   0.0  53.4   2.2   0.0    8   2300   2790   0.00E
13:58:17  41.0   0.0  47.8  11.2   0.0    8   3274   3020   0.00E
13:58:17  45.4   0.0  51.4   3.3   0.0    9   2540   2812   0.00E
13:58:18  43.1   0.0  46.6  10.3   0.0    9   3242   3140   0.00E
13:58:18  42.9   0.0  52.6   4.5   0.0    9   2372   2758   0.00E
13:58:19  44.1   0.0  48.9   7.1   0.0    8   3286   3088   0.00E
13:58:19  45.2   0.0  49.0   5.8   0.0   13   3222   3068   0.00E
13:58:20  43.4   0.0  52.6   4.0   0.0    7   4030   3370   0.00E
13:58:20  39.8   0.0  50.8   9.5   0.0    9   2476   2834   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:58:21  45.8   0.0  51.2   3.0   0.0    9   3352   3070   0.00E
13:58:21  41.2   0.0  47.2  11.2   0.2    8   2414   2774   0.00E
13:58:22  46.6   0.0  50.1   3.3   0.0    8   3140   3004   0.00E
13:58:22  42.4   0.0  47.9   9.7   0.0    8   2356   2820   0.00E
13:58:23  45.6   0.0  50.9   3.5   0.0    9   3190   3008   0.00E
13:58:23  42.6   0.0  46.1  11.3   0.0    9   2912   3554   0.00E
13:58:24  47.9   0.0  48.1   4.0   0.0    9   5252   7346   0.00E
13:58:24  46.1   0.0  50.1   3.8   0.0    7   5892   6030   0.00E
13:58:25  44.6   0.0  48.9   6.5   0.0    8   2780   2992   0.00E
13:58:25  46.5   0.0  48.0   5.5   0.0    8   2836   2938   0.00E
13:58:26  43.9   0.0  47.1   9.0   0.0    9   3264   3094   0.00E
13:58:26  46.1   0.0  50.4   3.5   0.0    9   2518   2856   0.00E
13:58:27  41.2   0.0  48.5  10.3   0.0    9   3102   3106   0.00E
13:58:27  42.8   0.0  54.2   3.0   0.0    8   2924   3012   0.00E
13:58:28  43.0   0.0  48.2   8.8   0.0    8   3978   3252   0.00E
13:58:28  45.2   0.0  50.8   4.0   0.0    9   2462   2828   0.00E
13:58:29  43.6   0.0  47.6   8.8   0.0   15   3780   3242   0.00E
13:58:29  46.1   0.0  48.6   5.0   0.2    9   3094   3164   0.00E
13:58:30  45.5   0.0  48.0   6.5   0.0    7   3912   3466   0.00E
13:58:30  42.2   0.0  51.5   6.0   0.3    9   3346   3266   0.00E
13:58:31  45.9   0.0  48.9   5.3   0.0    9   3464   3226   0.00E
13:58:31  45.2   0.0  46.2   8.5   0.0    9   2926   2970   0.00E
13:58:32  46.0   0.0  51.5   2.5   0.0   11   3020   3004   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:58:32  45.5   0.0  44.5  10.0   0.0    8   3662   3126   0.00E
13:58:33  47.5   0.0  49.5   3.0   0.0    8   3302   3012   0.00E
13:58:33  44.4   0.0  47.4   8.3   0.0    8   2820   2872   0.00E
13:58:34  44.8   0.0  51.5   3.8   0.0   10   3382   3186   0.00E
13:58:34  42.6   0.0  48.4   9.0   0.0    9   2800   2996   0.00E
13:58:35  44.5   0.0  50.2   5.2   0.0    9   3968   3432   0.00E
13:58:35  44.7   0.0  49.0   6.3   0.0    7   3012   3072   0.00E
13:58:36  42.6   0.0  51.4   6.0   0.0   10   5150   7656   0.00E
13:58:36  59.0   0.0  41.0   0.0   0.0   16   6462   7942   0.00E
13:58:37  56.5   0.0  43.5   0.0   0.0   11   5960   8078   0.00E
13:58:37  50.8   0.0  47.8   1.5   0.0    9   6556   7256   0.00E
13:58:38  49.6   0.0  44.6   5.8   0.0   11   8660   9866   0.00E
13:58:38  52.9   0.0  47.1   0.0   0.0   13   8534   6262   0.00E
13:58:39  54.9   0.0  45.1   0.0   0.0   14  13646  10958   0.00E
13:58:39  53.9   0.0  46.1   0.0   0.0   11   8528   5550   0.00E
13:58:40  49.4   0.0  50.1   0.5   0.0   10   8122   7906   0.00E
13:58:40  48.9   0.0  49.6   1.5   0.0    9   8670   9062   0.00E
13:58:41  50.9   0.0  47.1   2.0   0.0   11   5228   4152   0.00E
13:58:41  50.5   0.0  47.8   1.8   0.0   10   7206   8558   0.00E
13:58:42  45.1   0.0  50.9   4.0   0.0    8   6816   8004   0.00E
13:58:42  45.3   0.0  46.3   8.3   0.0   10   2938   2992   0.00E
13:58:43  44.0   0.0  52.0   4.0   0.0    8   3274   3082   0.00E
13:58:43  39.5   0.0  48.8  11.8   0.0    9   2696   2966   0.00E
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts
13:58:44  48.0   0.0  49.8   2.2   0.0    9   2866   2978   0.00E
13:58:44  41.5   0.0  45.8  12.8   0.0    9   3194   3066   0.00E
13:58:45  45.5   0.0  52.8   1.8   0.0    9   3084   3030   0.00E
13:58:45  43.2   0.0  46.2  10.5   0.0    7   3516   3016   0.00E
13:58:46  46.1   0.0  51.4   2.5   0.0   14   3142   3074   0.00E
13:58:46  43.1   0.0  47.4   9.5   0.0    8   2536   2916   0.00E
13:58:47  42.5   0.0  52.3   5.3   0.0   12   2754   3010   0.00E
13:58:47  45.1   0.0  48.6   6.3   0.0    8   2476   2828   0.00E
13:58:48  43.9   0.0  46.6   9.5   0.0   10   3318   3118   0.00E
13:58:48  46.1   0.0  50.6   3.3   0.0    8   2516   2854   0.00E
13:58:49  41.4   0.0  46.9  11.8   0.0    9   3016   3034   0.00E
13:58:49  44.1   0.0  53.4   2.2   0.2    9   2434   2794   0.00E
13:58:50  41.1   0.0  45.6  13.3   0.0    9   2942   2952   0.00E
13:58:50  45.6   0.0  52.9   1.5   0.0    9   2286   2818   0.00E
13:58:51  41.5   0.0  47.5  11.0   0.0    7   2956   3014   0.00E
13:58:51  45.4   0.0  51.6   3.0   0.0    8   2658   2806   0.00E
13:58:52  42.9   0.0  48.4   8.8   0.0    8   3284   3080   0.00E
13:58:52  44.1   0.0  50.6   5.2   0.0   10   2602   2824   0.00E
